State_ID,date,state,hospitalizedCurrently,hospitalizedCumulative,recovered,hospitalizedDischarged,dateChecked
0,20210307,AK,33.0,1293.0,,,2021-03-05T03:59:00Z
1,20210307,AL,494.0,45976.0,295690.0,,2021-03-07T11:00:00Z
2,20210307,AR,335.0,14926.0,315517.0,,2021-03-07T00:00:00Z
3,20210307,AS,,,,,2020-12-01T00:00:00Z
4,20210307,AZ,963.0,57907.0,,118932.0,2021-03-07T00:00:00Z
5,20210307,CA,4291.0,,,,2021-03-07T02:59:00Z
6,20210307,CO,326.0,23904.0,,23003.0,2021-03-07T01:59:00Z
7,20210307,CT,428.0,,,,2021-03-04T23:59:00Z
8,20210307,DC,150.0,,29570.0,,2021-03-06T00:00:00Z
9,20210307,DE,104.0,,,,2021-03-06T18:00:00Z
10,20210307,FL,3307.0,82237.0,,,2021-03-06T23:59:00Z
11,20210307,GA,2008.0,56797.0,,,2021-03-07T14:50:00Z
12,20210307,GU,2.0,,7590.0,,2021-03-07T01:45:00Z
13,20210307,HI,27.0,2226.0,,,2021-03-05T14:30:00Z
14,20210307,IA,167.0,,320054.0,,2021-03-07T00:00:00Z
15,20210307,ID,150.0,7184.0,96017.0,,2021-03-06T19:00:00Z
16,20210307,IL,1141.0,,,,2021-03-07T00:00:00Z
17,20210307,IN,656.0,43217.0,,434805.0,2021-03-06T23:59:00Z
18,20210307,KS,235.0,9387.0,,6473.0,2021-03-05T10:00:00Z
19,20210307,KY,558.0,19457.0,48145.0,,2021-03-07T00:00:00Z
20,20210307,LA,532.0,,415954.0,,2021-03-07T13:00:00Z
21,20210307,MA,665.0,19713.0,508745.0,,2021-03-06T23:59:00Z
22,20210307,MD,818.0,35651.0,9703.0,,2021-03-07T10:00:00Z
23,20210307,ME,67.0,1570.0,12840.0,,2021-03-06T23:59:00Z
24,20210307,MI,866.0,,549881.0,,2021-03-06T00:00:00Z
25,20210307,MN,224.0,25978.0,476055.0,,2021-03-06T17:00:00Z
26,20210307,MO,955.0,,,,2021-03-07T00:59:00Z
27,20210307,MP,,4.0,29.0,,2021-03-08T00:00:00Z
28,20210307,MS,419.0,9162.0,278162.0,,2021-03-06T00:00:00Z
29,20210307,MT,63.0,4630.0,97943.0,,2021-03-07T01:59:00Z
30,20210307,NC,1179.0,,,819839.0,2021-03-06T11:35:00Z
31,20210307,ND,23.0,3880.0,98326.0,,2021-03-07T01:59:00Z
32,20210307,NE,137.0,6237.0,157144.0,,2021-03-07T11:15:00Z
33,20210307,NH,68.0,1131.0,73615.0,,2021-03-07T09:00:00Z
34,20210307,NJ,1792.0,64396.0,,77193.0,2021-03-07T00:00:00Z
35,20210307,NM,169.0,13252.0,156554.0,,2021-03-07T17:37:00Z
36,20210307,NV,399.0,,,,2021-03-06T00:00:00Z
37,20210307,NY,4789.0,,,150100.0,2021-03-06T14:00:00Z
38,20210307,OH,820.0,50881.0,925655.0,,2021-03-07T14:00:00Z
39,20210307,OK,346.0,24332.0,412177.0,,
40,20210307,OR,158.0,8714.0,,,2021-03-06T03:01:00Z
41,20210307,PA,1587.0,,861756.0,,2021-03-07T12:00:00Z
42,20210307,PR,134.0,,91987.0,,2021-03-07T00:00:00Z
43,20210307,RI,141.0,9020.0,,7865.0,2021-03-08T16:31:00Z
44,20210307,SC,579.0,20725.0,218863.0,,2021-03-05T23:59:00Z
45,20210307,SD,72.0,6705.0,109531.0,,2021-03-06T14:00:00Z
46,20210307,TN,851.0,18870.0,756793.0,,2021-03-06T15:00:00Z
47,20210307,TX,4721.0,,2502609.0,,2021-03-07T15:05:00Z
48,20210307,UT,212.0,14891.0,358958.0,,2021-03-07T09:35:00Z
49,20210307,VA,1127.0,24661.0,,48428.0,2021-03-06T17:00:00Z
50,20210307,VI,,,2559.0,,2021-03-05T11:18:00Z
51,20210307,VT,31.0,,13384.0,,2021-03-06T23:59:00Z
52,20210307,WA,431.0,19599.0,,,2021-03-06T02:59:00Z
53,20210307,WI,249.0,26457.0,553203.0,,2021-03-07T00:00:00Z
54,20210307,WV,179.0,,125383.0,,2021-03-06T23:59:00Z
55,20210307,WY,21.0,1391.0,53550.0,,2021-03-05T00:00:00Z
56,20210306,AK,33.0,1293.0,,,2021-03-05T03:59:00Z
57,20210306,AL,526.0,45976.0,295690.0,,2021-03-06T11:00:00Z
58,20210306,AR,345.0,14915.0,315181.0,,2021-03-06T00:00:00Z
59,20210306,AS,,,,,2020-12-01T00:00:00Z
60,20210306,AZ,966.0,57863.0,,118674.0,2021-03-06T00:00:00Z
61,20210306,CA,4513.0,,,,2021-03-06T02:59:00Z
62,20210306,CO,326.0,23886.0,,23003.0,2021-03-06T01:59:00Z
63,20210306,CT,428.0,,,,2021-03-04T23:59:00Z
64,20210306,DC,150.0,,29470.0,,2021-03-05T00:00:00Z
65,20210306,DE,114.0,,,,2021-03-05T18:00:00Z
66,20210306,FL,3352.0,82145.0,,,2021-03-05T23:59:00Z
67,20210306,GA,2071.0,56762.0,,,2021-03-06T14:50:00Z
68,20210306,GU,2.0,,7590.0,,2021-03-06T04:30:00Z
69,20210306,HI,27.0,2226.0,,,2021-03-04T14:30:00Z
70,20210306,IA,170.0,,319780.0,,2021-03-06T00:00:00Z
71,20210306,ID,150.0,7179.0,95808.0,,2021-03-05T19:02:00Z
72,20210306,IL,1210.0,,,,2021-03-06T00:00:00Z
73,20210306,IN,663.0,43153.0,,434718.0,2021-03-05T23:59:00Z
74,20210306,KS,235.0,9387.0,,6473.0,2021-03-05T10:00:00Z
75,20210306,KY,591.0,19451.0,48131.0,,2021-03-06T00:00:00Z
76,20210306,LA,538.0,,415954.0,,2021-03-05T13:00:00Z
77,20210306,MA,687.0,19713.0,508745.0,,2021-03-05T23:59:00Z
78,20210306,MD,830.0,35572.0,9703.0,,2021-03-06T10:00:00Z
79,20210306,ME,74.0,1566.0,12838.0,,2021-03-05T23:59:00Z
80,20210306,MI,866.0,,549881.0,,2021-03-06T00:00:00Z
81,20210306,MN,224.0,25976.0,475170.0,,2021-03-05T17:00:00Z
82,20210306,MO,1001.0,,,,2021-03-06T00:59:00Z
83,20210306,MP,,4.0,29.0,,2021-03-03T00:00:00Z
84,20210306,MS,419.0,9162.0,278162.0,,2021-03-05T00:00:00Z
85,20210306,MT,63.0,4629.0,97801.0,,2021-03-06T01:59:00Z
86,20210306,NC,1179.0,,,819839.0,2021-03-06T11:35:00Z
87,20210306,ND,21.0,3878.0,98240.0,,2021-03-06T01:59:00Z
88,20210306,NE,136.0,6229.0,156825.0,,2021-03-05T09:45:00Z
89,20210306,NH,90.0,1127.0,73327.0,,2021-03-06T09:00:00Z
90,20210306,NJ,1862.0,64338.0,,76932.0,2021-03-06T00:00:00Z
91,20210306,NM,148.0,13242.0,155000.0,,2021-03-06T16:52:00Z
92,20210306,NV,399.0,,,,2021-03-05T00:00:00Z
93,20210306,NY,4954.0,,,149481.0,2021-03-05T14:00:00Z
94,20210306,OH,922.0,50848.0,923986.0,,2021-03-06T14:00:00Z
95,20210306,OK,346.0,24277.0,411624.0,,
96,20210306,OR,158.0,8714.0,,,2021-03-05T03:01:00Z
97,20210306,PA,1513.0,,859218.0,,2021-03-06T12:00:00Z
98,20210306,PR,147.0,,91987.0,,2021-03-06T00:00:00Z
99,20210306,RI,141.0,9020.0,,7865.0,2021-03-08T16:31:00Z
100,20210306,SC,623.0,20659.0,218863.0,,2021-03-04T23:59:00Z
101,20210306,SD,74.0,6692.0,109371.0,,2021-03-05T14:00:00Z
102,20210306,TN,879.0,18870.0,756793.0,,2021-03-06T15:00:00Z
103,20210306,TX,4921.0,,2491753.0,,2021-03-06T14:45:00Z
104,20210306,UT,216.0,14867.0,358249.0,,2021-03-06T09:37:00Z
105,20210306,VA,1164.0,24637.0,,48386.0,2021-03-05T17:00:00Z
106,20210306,VI,,,2559.0,,2021-03-05T11:18:00Z
107,20210306,VT,26.0,,13305.0,,2021-03-05T23:59:00Z
108,20210306,WA,431.0,19556.0,,,2021-03-05T02:59:00Z
109,20210306,WI,260.0,26432.0,552642.0,,2021-03-06T00:00:00Z
110,20210306,WV,196.0,,124983.0,,2021-03-05T23:59:00Z
111,20210306,WY,21.0,1391.0,53550.0,,2021-03-05T00:00:00Z
112,20210305,AK,33.0,1293.0,,,2021-03-05T03:59:00Z
113,20210305,AL,526.0,45976.0,295690.0,,2021-03-05T11:00:00Z
114,20210305,AR,359.0,14903.0,314732.0,,2021-03-05T00:00:00Z
115,20210305,AS,,,,,2020-12-01T00:00:00Z
116,20210305,AZ,1043.0,57819.0,,118391.0,2021-03-05T00:00:00Z
117,20210305,CA,4714.0,,,,2021-03-05T02:59:00Z
118,20210305,CO,356.0,23863.0,,22933.0,2021-03-05T01:59:00Z
119,20210305,CT,428.0,,,,2021-03-04T23:59:00Z
120,20210305,DC,160.0,,29417.0,,2021-03-04T00:00:00Z
121,20210305,DE,127.0,,,,2021-03-04T18:00:00Z
122,20210305,FL,3419.0,81902.0,,,2021-03-04T23:59:00Z
123,20210305,GA,2099.0,56627.0,,,2021-03-05T14:50:00Z
124,20210305,GU,2.0,,7590.0,,2021-03-05T05:15:00Z
125,20210305,HI,28.0,2225.0,,,2021-03-03T14:30:00Z
126,20210305,IA,176.0,,318996.0,,2021-03-05T00:00:00Z
127,20210305,ID,139.0,7164.0,95524.0,,2021-03-05T11:34:00Z
128,20210305,IL,1166.0,,,,2021-03-05T00:00:00Z
129,20210305,IN,730.0,43104.0,,434018.0,2021-03-04T23:59:00Z
130,20210305,KS,235.0,9387.0,,6473.0,2021-03-05T10:00:00Z
131,20210305,KY,606.0,19380.0,48038.0,,2021-03-05T00:00:00Z
132,20210305,LA,538.0,,415954.0,,2021-03-05T13:00:00Z
133,20210305,MA,716.0,19713.0,508745.0,,2021-03-04T23:59:00Z
134,20210305,MD,849.0,35378.0,9701.0,,2021-03-05T10:00:00Z
135,20210305,ME,74.0,1560.0,12833.0,,2021-03-04T23:59:00Z
136,20210305,MI,866.0,,541258.0,,2021-03-05T00:00:00Z
137,20210305,MN,224.0,25938.0,474175.0,,2021-03-04T17:00:00Z
138,20210305,MO,1019.0,,,,2021-03-05T00:59:00Z
139,20210305,MP,,4.0,29.0,,2021-03-03T00:00:00Z
140,20210305,MS,445.0,9162.0,278162.0,,2021-03-04T00:00:00Z
141,20210305,MT,67.0,4610.0,97541.0,,2021-03-05T01:59:00Z
142,20210305,NC,1226.0,,,819839.0,2021-03-05T12:25:00Z
143,20210305,ND,22.0,3875.0,98164.0,,2021-03-05T01:59:00Z
144,20210305,NE,143.0,6226.0,156510.0,,2021-03-05T09:45:00Z
145,20210305,NH,90.0,1126.0,73004.0,,2021-03-05T09:00:00Z
146,20210305,NJ,1881.0,65254.0,,76685.0,2021-03-05T00:00:00Z
147,20210305,NM,183.0,13229.0,153376.0,,2021-03-05T17:45:00Z
148,20210305,NV,393.0,,,,2021-03-04T00:00:00Z
149,20210305,NY,5034.0,,,148923.0,2021-03-04T14:00:00Z
150,20210305,OH,919.0,50782.0,921707.0,,2021-03-05T14:00:00Z
151,20210305,OK,366.0,24157.0,410778.0,,
152,20210305,OR,154.0,8699.0,,,2021-03-04T03:01:00Z
153,20210305,PA,1587.0,,859218.0,,2021-03-05T12:00:00Z
154,20210305,PR,136.0,,91833.0,,2021-03-05T00:00:00Z
155,20210305,RI,141.0,9020.0,,7865.0,2021-03-05T13:00:00Z
156,20210305,SC,664.0,20605.0,230793.0,,2021-03-03T23:59:00Z
157,20210305,SD,74.0,6681.0,109237.0,,2021-03-04T14:00:00Z
158,20210305,TN,939.0,18837.0,755474.0,,2021-03-05T15:00:00Z
159,20210305,TX,5065.0,,2470308.0,,2021-03-05T14:50:00Z
160,20210305,UT,238.0,14841.0,357312.0,,2021-03-05T09:18:00Z
161,20210305,VA,1222.0,24514.0,,47561.0,2021-03-04T17:00:00Z
162,20210305,VI,,,2559.0,,2021-03-05T11:18:00Z
163,20210305,VT,26.0,,13145.0,,2021-03-04T23:59:00Z
164,20210305,WA,413.0,19500.0,,,2021-03-04T02:59:00Z
165,20210305,WI,260.0,26387.0,552311.0,,2021-03-05T00:00:00Z
166,20210305,WV,200.0,,124502.0,,2021-03-04T23:59:00Z
167,20210305,WY,21.0,1391.0,53550.0,,2021-03-05T00:00:00Z
168,20210304,AK,32.0,1290.0,,,2021-03-04T03:59:00Z
169,20210304,AL,544.0,45807.0,295690.0,,2021-03-04T11:00:00Z
170,20210304,AR,397.0,14876.0,314207.0,,2021-03-04T00:00:00Z
171,20210304,AS,,,,,2020-12-01T00:00:00Z
172,20210304,AZ,1072.0,57747.0,,118087.0,2021-03-04T00:00:00Z
173,20210304,CA,4967.0,,,,2021-03-04T02:59:00Z
174,20210304,CO,355.0,23791.0,,22875.0,2021-03-04T01:59:00Z
175,20210304,CT,433.0,,,,2021-03-03T23:59:00Z
176,20210304,DC,170.0,,29287.0,,2021-03-03T00:00:00Z
177,20210304,DE,130.0,,,,2021-03-03T18:00:00Z
178,20210304,FL,3566.0,81600.0,,,2021-03-03T23:59:00Z
179,20210304,GA,2191.0,56512.0,,,2021-03-04T14:50:00Z
180,20210304,GU,5.0,,7590.0,,2021-03-04T04:00:00Z
181,20210304,HI,28.0,2225.0,,,2021-03-02T14:30:00Z
182,20210304,IA,184.0,,318560.0,,2021-03-04T00:00:00Z
183,20210304,ID,139.0,7144.0,95222.0,,2021-03-03T19:25:00Z
184,20210304,IL,1200.0,,,,2021-03-04T00:00:00Z
185,20210304,IN,692.0,43044.0,,433563.0,2021-03-03T23:59:00Z
186,20210304,KS,203.0,9355.0,,6431.0,2021-03-03T10:00:00Z
187,20210304,KY,645.0,19364.0,47992.0,,2021-03-04T00:00:00Z
188,20210304,LA,554.0,,415954.0,,2021-03-04T13:00:00Z
189,20210304,MA,741.0,19713.0,508745.0,,2021-03-03T23:59:00Z
190,20210304,MD,856.0,35304.0,9691.0,,2021-03-04T10:00:00Z
191,20210304,ME,69.0,1549.0,12827.0,,2021-03-03T23:59:00Z
192,20210304,MI,890.0,,541258.0,,2021-03-04T00:00:00Z
193,20210304,MN,229.0,25896.0,473728.0,,2021-03-03T17:00:00Z
194,20210304,MO,999.0,,,,2021-03-04T00:59:00Z
195,20210304,MP,,4.0,29.0,,2021-03-03T00:00:00Z
196,20210304,MS,448.0,9162.0,278162.0,,2021-03-03T00:00:00Z
197,20210304,MT,73.0,4608.0,97499.0,,2021-03-04T01:59:00Z
198,20210304,NC,1290.0,,,819839.0,2021-03-04T14:25:00Z
199,20210304,ND,22.0,3875.0,98071.0,,2021-03-04T01:59:00Z
200,20210304,NE,151.0,6157.0,156048.0,,2021-03-04T10:30:00Z
201,20210304,NH,92.0,1127.0,72809.0,,2021-03-04T09:00:00Z
202,20210304,NJ,1900.0,64137.0,,76430.0,2021-03-04T00:00:00Z
203,20210304,NM,177.0,13215.0,151708.0,,2021-03-04T18:08:00Z
204,20210304,NV,407.0,,,,2021-03-03T00:00:00Z
205,20210304,NY,5177.0,,,148355.0,2021-03-03T14:00:00Z
206,20210304,OH,1009.0,50695.0,919296.0,,2021-03-04T14:00:00Z
207,20210304,OK,404.0,24103.0,409728.0,,
208,20210304,OR,165.0,8682.0,,,2021-03-03T03:01:00Z
209,20210304,PA,1628.0,,856709.0,,2021-03-04T12:00:00Z
210,20210304,PR,171.0,,91530.0,,2021-03-04T00:00:00Z
211,20210304,RI,148.0,9002.0,,7842.0,2021-03-04T13:00:00Z
212,20210304,SC,734.0,20542.0,230793.0,,2021-03-02T23:59:00Z
213,20210304,SD,87.0,6664.0,109113.0,,2021-03-03T14:00:00Z
214,20210304,TN,970.0,18779.0,754465.0,,2021-03-04T15:00:00Z
215,20210304,TX,5263.0,,2458818.0,,2021-03-04T14:55:00Z
216,20210304,UT,247.0,14783.0,355033.0,,2021-03-03T09:08:00Z
217,20210304,VA,1352.0,24414.0,,47259.0,2021-03-03T17:00:00Z
218,20210304,VI,,,2547.0,,2021-03-04T08:58:00Z
219,20210304,VT,27.0,,12990.0,,2021-03-03T23:59:00Z
220,20210304,WA,461.0,19466.0,,,2021-03-03T02:59:00Z
221,20210304,WI,262.0,26330.0,551885.0,,2021-03-04T00:00:00Z
222,20210304,WV,193.0,,124050.0,,2021-03-03T23:59:00Z
223,20210304,WY,23.0,1389.0,53481.0,,2021-03-04T00:00:00Z
224,20210303,AK,26.0,1285.0,,,2021-03-03T03:59:00Z
225,20210303,AL,559.0,45723.0,295690.0,,2021-03-03T11:00:00Z
226,20210303,AR,397.0,14826.0,313799.0,,2021-03-03T00:00:00Z
227,20210303,AS,,,,,2020-12-01T00:00:00Z
228,20210303,AZ,1165.0,57697.0,,117776.0,2021-03-03T00:00:00Z
229,20210303,CA,5110.0,,,,2021-03-03T02:59:00Z
230,20210303,CO,389.0,23735.0,,22800.0,2021-03-03T01:59:00Z
231,20210303,CT,451.0,,,,2021-03-02T23:59:00Z
232,20210303,DC,177.0,,29213.0,,2021-03-02T00:00:00Z
233,20210303,DE,135.0,,,,2021-03-02T18:00:00Z
234,20210303,FL,3596.0,81278.0,,,2021-03-02T23:59:00Z
235,20210303,GA,2299.0,56369.0,,,2021-03-03T15:07:00Z
236,20210303,GU,4.0,,7583.0,,2021-03-03T04:45:00Z
237,20210303,HI,26.0,2226.0,,,2021-03-01T14:30:00Z
238,20210303,IA,191.0,,317731.0,,2021-03-03T00:00:00Z
239,20210303,ID,121.0,7131.0,94936.0,,2021-03-03T10:59:00Z
240,20210303,IL,1260.0,,,,2021-03-03T00:00:00Z
241,20210303,IN,731.0,42955.0,,433108.0,2021-03-02T23:59:00Z
242,20210303,KS,203.0,9355.0,,6431.0,2021-03-03T10:00:00Z
243,20210303,KY,680.0,19304.0,47927.0,,2021-03-03T00:00:00Z
244,20210303,LA,588.0,,415954.0,,2021-03-03T13:00:00Z
245,20210303,MA,755.0,19713.0,494740.0,,2021-03-02T23:59:00Z
246,20210303,MD,863.0,35223.0,9685.0,,2021-03-03T10:00:00Z
247,20210303,ME,67.0,1545.0,12820.0,,2021-03-02T23:59:00Z
248,20210303,MI,882.0,,541258.0,,2021-03-03T00:00:00Z
249,20210303,MN,243.0,25863.0,473252.0,,2021-03-02T17:00:00Z
250,20210303,MO,989.0,,,,2021-03-03T00:59:00Z
251,20210303,MP,,4.0,29.0,,2021-03-03T00:00:00Z
252,20210303,MS,469.0,9162.0,278162.0,,2021-03-02T00:00:00Z
253,20210303,MT,67.0,4600.0,97327.0,,2021-03-03T01:59:00Z
254,20210303,NC,1303.0,,,819839.0,2021-03-03T12:25:00Z
255,20210303,ND,20.0,3871.0,98014.0,,2021-03-03T01:59:00Z
256,20210303,NE,150.0,6147.0,155933.0,,2021-03-03T10:00:00Z
257,20210303,NH,89.0,1123.0,72600.0,,2021-03-03T09:00:00Z
258,20210303,NJ,1921.0,64050.0,,76174.0,2021-03-03T00:00:00Z
259,20210303,NM,195.0,13190.0,150168.0,,2021-03-03T17:54:00Z
260,20210303,NV,440.0,,,,2021-03-02T00:00:00Z
261,20210303,NY,5323.0,,,147730.0,2021-03-02T14:00:00Z
262,20210303,OH,1081.0,50613.0,916592.0,,2021-03-03T14:00:00Z
263,20210303,OK,427.0,24064.0,408963.0,,
264,20210303,OR,184.0,8653.0,,,2021-03-02T03:01:00Z
265,20210303,PA,1648.0,,844569.0,,2021-03-03T12:00:00Z
266,20210303,PR,169.0,,91338.0,,2021-03-03T00:00:00Z
267,20210303,RI,147.0,8982.0,,7823.0,2021-03-03T13:00:00Z
268,20210303,SC,706.0,20501.0,230793.0,,2021-03-01T23:59:00Z
269,20210303,SD,97.0,6654.0,108947.0,,2021-03-02T14:00:00Z
270,20210303,TN,1033.0,18742.0,752966.0,,2021-03-03T15:00:00Z
271,20210303,TX,5508.0,,2450229.0,,2021-03-03T15:05:00Z
272,20210303,UT,247.0,14783.0,355033.0,,2021-03-03T09:08:00Z
273,20210303,VA,1352.0,24354.0,,47259.0,2021-03-02T17:00:00Z
274,20210303,VI,,,2539.0,,2021-03-03T10:33:00Z
275,20210303,VT,24.0,,12842.0,,2021-03-02T23:59:00Z
276,20210303,WA,467.0,19433.0,,,2021-03-02T02:59:00Z
277,20210303,WI,267.0,26279.0,551329.0,,2021-03-03T00:00:00Z
278,20210303,WV,197.0,,123656.0,,2021-03-02T23:59:00Z
279,20210303,WY,24.0,1388.0,53375.0,,2021-03-03T00:00:00Z
280,20210302,AK,26.0,1286.0,,,2021-03-02T03:59:00Z
281,20210302,AL,631.0,45699.0,285130.0,,2021-03-02T11:00:00Z
282,20210302,AR,416.0,14795.0,313426.0,,2021-03-02T00:00:00Z
283,20210302,AS,,,,,2020-12-01T00:00:00Z
284,20210302,AZ,1202.0,57591.0,,117473.0,2021-03-02T00:00:00Z
285,20210302,CA,5302.0,,,,2021-03-02T02:59:00Z
286,20210302,CO,395.0,23593.0,,22751.0,2021-03-02T01:59:00Z
287,20210302,CT,413.0,,,,2021-03-01T23:59:00Z
288,20210302,DC,177.0,,29111.0,,2021-03-01T00:00:00Z
289,20210302,DE,151.0,,,,2021-03-01T18:00:00Z
290,20210302,FL,3674.0,80972.0,,,2021-03-01T23:59:00Z
291,20210302,GA,2348.0,56251.0,,,2021-03-02T14:50:00Z
292,20210302,GU,4.0,,7580.0,,2021-03-02T06:00:00Z
293,20210302,HI,31.0,2226.0,,,2021-02-28T14:30:00Z
294,20210302,IA,209.0,,316185.0,,2021-03-02T00:00:00Z
295,20210302,ID,121.0,7111.0,94707.0,,2021-03-01T19:04:00Z
296,20210302,IL,1231.0,,,,2021-03-02T00:00:00Z
297,20210302,IN,765.0,42862.0,,432665.0,2021-03-01T23:59:00Z
298,20210302,KS,165.0,9290.0,,6387.0,2021-03-01T10:00:00Z
299,20210302,KY,684.0,19234.0,47787.0,,2021-03-02T00:00:00Z
300,20210302,LA,629.0,,408463.0,,2021-03-02T13:00:00Z
301,20210302,MA,775.0,19444.0,494740.0,,2021-03-01T23:59:00Z
302,20210302,MD,896.0,35152.0,9677.0,,2021-03-02T10:00:00Z
303,20210302,ME,69.0,1536.0,12811.0,,2021-03-01T23:59:00Z
304,20210302,MI,959.0,,541258.0,,2021-03-02T00:00:00Z
305,20210302,MN,243.0,25826.0,472470.0,,2021-03-01T17:00:00Z
306,20210302,MO,1025.0,,,,2021-03-02T00:59:00Z
307,20210302,MP,,4.0,29.0,,2021-02-20T00:00:00Z
308,20210302,MS,457.0,9162.0,278162.0,,2021-03-01T00:00:00Z
309,20210302,MT,83.0,4591.0,97199.0,,2021-03-02T01:59:00Z
310,20210302,NC,1353.0,,,819839.0,2021-03-02T13:00:00Z
311,20210302,ND,24.0,3874.0,97934.0,,2021-03-02T01:59:00Z
312,20210302,NE,154.0,6140.0,155712.0,,2021-03-02T10:30:00Z
313,20210302,NH,88.0,1119.0,72359.0,,2021-03-02T09:00:00Z
314,20210302,NJ,1915.0,63917.0,,75917.0,2021-03-02T00:00:00Z
315,20210302,NM,199.0,13148.0,148641.0,,2021-03-02T17:51:00Z
316,20210302,NV,459.0,,,,2021-03-01T00:00:00Z
317,20210302,NY,5369.0,,,147149.0,2021-03-01T14:00:00Z
318,20210302,OH,1131.0,50503.0,914893.0,,2021-03-02T14:00:00Z
319,20210302,OK,447.0,23999.0,407934.0,,
320,20210302,OR,158.0,8621.0,,,2021-03-01T03:01:00Z
321,20210302,PA,1670.0,,851608.0,,2021-03-02T12:00:00Z
322,20210302,PR,162.0,,91134.0,,2021-03-02T00:00:00Z
323,20210302,RI,157.0,8966.0,,7801.0,2021-03-02T13:00:00Z
324,20210302,SC,706.0,20428.0,230793.0,,2021-02-28T23:59:00Z
325,20210302,SD,92.0,6640.0,108789.0,,2021-03-01T14:00:00Z
326,20210302,TN,991.0,18679.0,751776.0,,2021-03-02T15:00:00Z
327,20210302,TX,5644.0,,2441822.0,,2021-03-02T18:05:00Z
328,20210302,UT,237.0,14753.0,353737.0,,2021-03-02T09:39:00Z
329,20210302,VA,1345.0,24258.0,,47150.0,2021-03-01T17:00:00Z
330,20210302,VI,,,2511.0,,2021-02-27T12:37:00Z
331,20210302,VT,24.0,,12759.0,,2021-03-01T23:59:00Z
332,20210302,WA,473.0,19372.0,,,2021-03-01T02:59:00Z
333,20210302,WI,275.0,26222.0,550730.0,,2021-03-02T00:00:00Z
334,20210302,WV,210.0,,123191.0,,2021-03-01T23:59:00Z
335,20210302,WY,24.0,1385.0,53339.0,,2021-03-02T00:00:00Z
336,20210301,AK,25.0,1279.0,,,2021-03-01T03:59:00Z
337,20210301,AL,651.0,45648.0,285130.0,,2021-03-01T11:00:00Z
338,20210301,AR,441.0,14763.0,313002.0,,2021-03-01T00:00:00Z
339,20210301,AS,,,,,2020-12-01T00:00:00Z
340,20210301,AZ,1241.0,57589.0,,117157.0,2021-03-01T00:00:00Z
341,20210301,CA,5409.0,,,,2021-03-01T02:59:00Z
342,20210301,CO,427.0,23550.0,,22700.0,2021-03-01T01:59:00Z
343,20210301,CT,417.0,,,,2021-02-28T23:59:00Z
344,20210301,DC,168.0,,29019.0,,2021-02-28T00:00:00Z
345,20210301,DE,151.0,,,,2021-02-28T18:00:00Z
346,20210301,FL,3686.0,80659.0,,,2021-02-28T23:59:00Z
347,20210301,GA,2348.0,56089.0,,,2021-03-01T14:50:00Z
348,20210301,GU,3.0,,7564.0,,2021-03-01T06:30:00Z
349,20210301,HI,31.0,2214.0,,,2021-02-27T14:30:00Z
350,20210301,IA,197.0,,315443.0,,2021-02-28T00:00:00Z
351,20210301,ID,162.0,7076.0,94230.0,,2021-02-27T19:06:00Z
352,20210301,IL,1288.0,,,,2021-03-01T00:00:00Z
353,20210301,IN,763.0,42815.0,,432197.0,2021-02-28T23:59:00Z
354,20210301,KS,165.0,9290.0,,6387.0,2021-03-01T10:00:00Z
355,20210301,KY,719.0,19143.0,47592.0,,2021-03-01T00:00:00Z
356,20210301,LA,629.0,,408463.0,,2021-03-01T13:00:00Z
357,20210301,MA,788.0,19444.0,494740.0,,2021-02-28T23:59:00Z
358,20210301,MD,904.0,35069.0,9669.0,,2021-03-01T10:00:00Z
359,20210301,ME,62.0,1529.0,12805.0,,2021-02-28T23:59:00Z
360,20210301,MI,893.0,,541258.0,,2021-03-01T00:00:00Z
361,20210301,MN,230.0,25727.0,471647.0,,2021-02-28T17:00:00Z
362,20210301,MO,1066.0,,,,2021-03-01T00:59:00Z
363,20210301,MP,,4.0,29.0,,2021-02-20T00:00:00Z
364,20210301,MS,455.0,9012.0,273437.0,,2021-02-28T00:00:00Z
365,20210301,MT,68.0,4584.0,97037.0,,2021-03-01T01:59:00Z
366,20210301,NC,1319.0,,,819839.0,2021-03-01T13:10:00Z
367,20210301,ND,25.0,3871.0,97836.0,,2021-03-01T01:59:00Z
368,20210301,NE,158.0,6106.0,155333.0,,2021-03-01T10:15:00Z
369,20210301,NH,90.0,1118.0,72055.0,,2021-03-01T09:00:00Z
370,20210301,NJ,1865.0,63777.0,,75764.0,2021-03-01T00:00:00Z
371,20210301,NM,186.0,13127.0,147446.0,,2021-03-01T17:52:00Z
372,20210301,NV,464.0,,,,2021-02-28T00:00:00Z
373,20210301,NY,5307.0,,,146811.0,2021-02-28T14:00:00Z
374,20210301,OH,1181.0,50382.0,911474.0,,2021-03-01T14:00:00Z
375,20210301,OK,484.0,23995.0,407665.0,,
376,20210301,OR,177.0,8570.0,,,2021-02-28T03:01:00Z
377,20210301,PA,1715.0,,849275.0,,2021-03-01T12:00:00Z
378,20210301,PR,155.0,,90891.0,,2021-03-01T00:00:00Z
379,20210301,RI,162.0,8947.0,,7780.0,2021-03-01T13:00:00Z
380,20210301,SC,725.0,20406.0,230793.0,,2021-02-27T23:59:00Z
381,20210301,SD,92.0,6632.0,108664.0,,2021-02-28T14:00:00Z
